Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Age,Gender,Device,kategori,duration_days,Country_Australia,Country_Brazil,Country_Canada,Country_France,Country_Germany,Country_Italy,Country_Mexico,Country_Spain,Country_United Kingdom,Country_United States,Plan Duration_1 Month
0,15,2022-06-08,2023-06-25,34,0,1,1,382,0,0,0,0,1,0,0,0,0,0,1
1,14,2022-09-08,2023-06-25,34,0,4,1,290,0,0,0,1,0,0,0,0,0,0,1
0,13,2022-12-09,2023-06-26,37,0,2,1,199,0,1,0,0,0,0,0,0,0,0,1
2,14,2022-09-27,2023-06-26,34,0,1,1,272,0,0,0,0,0,0,1,0,0,0,1
2,15,2022-12-11,2023-06-24,50,0,1,2,195,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-11-13,2023-06-27,34,0,1,1,226,0,0,0,0,0,1,0,0,0,0,1
1,12,2022-02-11,2023-06-28,33,0,4,1,502,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-10-30,2023-06-25,33,1,4,1,238,0,0,1,0,0,0,0,0,0,0,1
2,15,2022-06-30,2023-06-26,46,1,3,1,361,0,0,0,0,0,0,0,0,1,0,1
1,14,2022-04-08,2023-06-28,39,0,3,1,446,1,0,0,0,0,0,0,0,0,0,1
0,10,2022-01-09,2023-06-27,42,0,1,1,534,0,0,0,0,1,0,0,0,0,0,1
1,14,2022-10-14,2023-06-27,50,0,1,2,256,0,0,0,1,0,0,0,0,0,0,1
0,10,2022-10-16,2023-06-26,43,1,3,1,253,0,1,0,0,0,0,0,0,0,0,1
2,14,2022-10-20,2023-06-28,51,1,4,2,251,0,0,0,0,0,0,1,0,0,0,1
2,15,2022-11-20,2023-06-25,34,0,4,1,217,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-11-25,2023-06-30,48,1,3,1,217,0,0,0,0,0,1,0,0,0,0,1
1,13,2022-04-12,2023-06-27,29,0,2,1,441,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-12-12,2023-06-27,43,0,1,1,197,0,0,1,0,0,0,0,0,0,0,1
2,14,2022-09-12,2023-06-25,39,0,1,1,286,0,0,0,0,0,0,0,0,1,0,1
1,10,2022-10-15,2023-06-29,50,1,1,2,257,1,0,0,0,0,0,0,0,0,0,1
0,14,2022-03-10,2023-06-27,45,1,1,1,474,0,0,0,0,1,0,0,0,0,0,1
0,12,2022-01-10,2023-06-27,48,0,2,1,533,0,0,0,1,0,0,0,0,0,0,1
0,13,2022-02-11,2023-06-24,40,1,3,1,498,0,1,0,0,0,0,0,0,0,0,1
2,14,2022-03-11,2023-06-27,41,1,2,1,473,0,0,0,0,0,0,1,0,0,0,1
1,10,2022-10-30,2023-06-27,27,1,3,1,240,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-10-30,2023-06-28,36,1,1,1,241,0,0,0,0,0,1,0,0,0,0,1
0,10,2022-09-27,2023-06-24,36,0,1,1,270,0,0,0,0,0,0,0,0,0,1,1
1,11,2022-09-14,2023-06-27,44,1,2,1,286,0,0,1,0,0,0,0,0,0,0,1
2,12,2022-11-06,2023-06-26,45,1,2,1,232,0,0,0,0,0,0,0,0,1,0,1
2,12,2022-11-06,2023-06-29,33,0,3,1,235,1,0,0,0,0,0,0,0,0,0,1
0,13,2022-05-24,2023-06-26,47,1,4,1,398,0,0,0,0,1,0,0,0,0,0,1
1,13,2022-06-07,2023-06-27,45,1,2,1,385,0,0,0,1,0,0,0,0,0,0,1
2,11,2022-08-07,2023-06-28,29,0,4,1,325,0,1,0,0,0,0,0,0,0,0,1
0,13,2022-10-27,2023-06-27,31,1,4,1,243,0,0,0,0,0,0,1,0,0,0,1
2,11,2022-09-08,2023-06-28,31,1,3,1,293,0,0,0,0,0,0,0,1,0,0,1
1,15,2022-06-14,2023-06-26,49,0,3,2,377,0,0,0,0,0,1,0,0,0,0,1
0,15,2022-07-06,2023-06-27,29,0,3,1,356,0,0,0,0,0,0,0,0,0,1,1
1,12,2022-05-27,2023-06-26,50,1,1,2,395,0,0,1,0,0,0,0,0,0,0,1
2,13,2022-05-27,2023-06-27,36,0,1,1,396,0,0,0,0,0,0,0,0,1,0,1
0,10,2022-04-21,2023-06-26,28,1,1,1,431,1,0,0,0,0,0,0,0,0,0,1
2,15,2022-04-28,2023-06-27,47,0,4,1,425,0,0,0,0,1,0,0,0,0,0,1
1,12,2022-05-27,2023-06-25,50,0,1,2,394,0,0,0,1,0,0,0,0,0,0,1
0,15,2022-08-25,2023-06-28,44,0,2,1,307,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-02-09,2023-06-27,39,0,1,1,503,0,0,0,0,0,0,1,0,0,0,1
1,14,2022-08-22,2023-06-26,32,0,3,1,308,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-02-08,2023-06-27,30,0,1,1,504,0,0,0,0,0,1,0,0,0,0,1
1,12,2022-06-22,2023-06-27,33,0,3,1,370,0,0,0,0,0,0,0,0,0,1,1
0,15,2022-04-06,2023-06-27,44,1,3,1,447,0,0,1,0,0,0,0,0,0,0,1
2,14,2022-05-31,2023-06-26,40,1,3,1,391,0,0,0,0,0,0,0,0,1,0,1
2,15,2022-05-22,2023-06-27,32,1,2,1,401,1,0,0,0,0,0,0,0,0,0,1
0,13,2022-05-29,2023-06-27,32,1,2,1,394,0,0,0,0,1,0,0,0,0,0,1
1,11,2022-11-06,2023-06-27,30,1,3,1,233,0,0,0,1,0,0,0,0,0,0,1
0,12,2022-06-07,2023-06-26,32,0,3,1,384,0,1,0,0,0,0,0,0,0,0,1
2,12,2022-07-26,2023-06-27,45,0,2,1,336,0,0,0,0,0,0,1,0,0,0,1
1,11,2022-07-22,2023-06-25,35,0,4,1,338,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-06-07,2023-06-26,40,0,4,1,384,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-08-07,2023-06-26,29,0,2,1,323,0,0,0,0,0,0,0,0,0,1,1
0,14,2022-07-22,2023-06-26,31,1,2,1,339,0,0,1,0,0,0,0,0,0,0,1
2,15,2022-07-24,2023-06-27,43,0,4,1,338,0,0,0,0,0,0,0,0,1,0,1
2,11,2022-07-28,2023-06-28,34,1,4,1,335,1,0,0,0,0,0,0,0,0,0,1
0,10,2022-11-08,2023-06-25,47,0,2,1,229,0,0,0,0,1,0,0,0,0,0,1
1,12,2022-02-09,2023-06-26,35,1,1,1,502,0,0,0,1,0,0,0,0,0,0,1
0,13,2022-11-10,2023-06-27,36,1,1,1,229,0,1,0,0,0,0,0,0,0,0,1
2,12,2022-10-15,2023-06-27,33,1,2,1,255,0,0,0,0,0,0,1,0,0,0,1
1,13,2022-05-10,2023-06-25,30,0,1,1,411,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-09-13,2023-06-25,44,0,3,1,285,0,0,0,0,0,1,0,0,0,0,1
1,13,2022-08-24,2023-06-26,44,0,1,1,306,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-09-08,2023-06-26,41,0,1,1,291,0,0,1,0,0,0,0,0,0,0,1
2,13,2022-06-08,2023-06-25,46,1,4,1,382,0,0,0,0,0,0,0,0,1,0,1
2,13,2022-07-08,2023-06-26,42,0,3,1,353,1,0,0,0,0,0,0,0,0,0,1
0,10,2022-08-08,2023-06-25,48,0,4,1,321,0,0,0,0,1,0,0,0,0,0,1
1,15,2022-08-31,2023-06-26,37,1,2,1,299,0,0,0,1,0,0,0,0,0,0,1
0,14,2022-09-21,2023-06-28,29,1,3,1,280,0,1,0,0,0,0,0,0,0,0,1
2,14,2022-05-10,2023-06-26,30,1,4,1,412,0,0,0,0,0,0,1,0,0,0,1
1,14,2022-02-11,2023-06-26,28,1,3,1,500,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-02-11,2023-06-28,44,0,3,1,502,0,0,0,0,0,1,0,0,0,0,1
1,11,2022-02-11,2023-06-28,34,0,4,1,502,0,0,0,0,0,0,0,0,0,1,1
0,10,2022-09-20,2023-06-26,38,1,1,1,279,0,0,1,0,0,0,0,0,0,0,1
2,14,2022-10-08,2023-06-26,34,0,3,1,261,0,0,0,0,0,0,0,0,1,0,1
2,10,2022-08-16,2023-06-28,40,0,1,1,316,1,0,0,0,0,0,0,0,0,0,1
0,15,2022-12-10,2023-06-27,32,0,2,1,199,0,0,0,0,1,0,0,0,0,0,1
1,11,2022-10-14,2023-06-30,38,1,4,1,259,0,0,0,1,0,0,0,0,0,0,1
0,15,2022-10-18,2023-06-26,39,1,3,1,251,0,1,0,0,0,0,0,0,0,0,1
2,12,2022-11-11,2023-06-28,34,0,4,1,229,0,0,0,0,0,0,1,0,0,0,1
1,11,2022-11-20,2023-06-26,41,1,3,1,218,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-11-21,2023-06-30,43,0,2,1,221,0,0,0,0,0,1,0,0,0,0,1
1,12,2022-11-25,2023-06-28,36,0,1,1,215,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-08-12,2023-06-27,31,1,1,1,319,0,0,1,0,0,0,0,0,0,0,1
2,12,2022-01-11,2023-06-25,47,0,4,1,530,0,0,0,0,0,0,0,0,1,0,1
2,14,2022-12-10,2023-06-29,48,1,4,1,201,1,0,0,0,0,0,0,0,0,0,1
0,11,2022-10-13,2023-06-27,36,1,1,1,257,0,0,0,0,1,0,0,0,0,0,1
1,12,2022-10-17,2023-06-29,41,1,4,1,255,0,0,0,1,0,0,0,0,0,0,1
0,13,2022-10-23,2023-06-25,32,1,1,1,245,0,1,0,0,0,0,0,0,0,0,1
2,13,2022-10-24,2023-06-28,28,1,3,1,247,0,0,0,0,0,0,1,0,0,0,1
1,12,2022-10-25,2023-06-27,46,0,3,1,245,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-10-22,2023-06-29,46,0,3,1,250,0,0,0,0,0,1,0,0,0,0,1
0,11,2022-09-30,2023-06-25,47,1,2,1,268,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-06-09,2023-06-27,31,0,2,1,383,0,0,1,0,0,0,0,0,0,0,1
2,10,2022-06-18,2023-06-26,44,0,2,1,373,0,0,0,0,0,0,0,0,1,0,1
1,10,2022-12-06,2023-06-28,39,0,1,1,204,1,0,0,0,0,0,0,0,0,0,1
0,14,2022-06-17,2023-06-28,44,0,1,1,376,0,0,0,0,1,0,0,0,0,0,1
0,12,2022-06-20,2023-06-27,39,0,3,1,372,0,0,0,1,0,0,0,0,0,0,1
1,12,2022-08-27,2023-06-28,37,1,1,1,305,0,1,0,0,0,0,0,0,0,0,1
2,14,2022-08-13,2023-06-27,47,0,1,1,318,0,0,0,0,0,0,1,0,0,0,1
2,10,2022-12-08,2023-06-28,46,0,4,1,202,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-05-08,2023-06-27,27,0,4,1,415,0,0,0,0,0,1,0,0,0,0,1
1,10,2022-07-14,2023-06-27,43,0,1,1,348,0,0,0,0,0,0,0,0,0,1,1
2,10,2022-07-06,2023-06-26,51,1,4,2,355,0,0,1,0,0,0,0,0,0,0,1
0,10,2022-01-06,2023-06-27,49,1,4,2,537,0,0,0,0,0,0,0,0,1,0,1
2,10,2022-05-19,2023-06-28,35,0,3,1,405,1,0,0,0,0,0,0,0,0,0,1
1,15,2022-05-22,2023-06-27,44,1,3,1,401,0,0,0,0,1,0,0,0,0,0,1
0,14,2022-11-07,2023-06-26,48,1,2,1,231,0,0,0,1,0,0,0,0,0,0,1
1,11,2022-07-19,2023-06-28,39,0,2,1,344,0,1,0,0,0,0,0,0,0,0,1
2,12,2022-07-21,2023-06-28,38,1,1,1,342,0,0,0,0,0,0,1,0,0,0,1
0,14,2022-02-08,2023-06-26,45,1,4,1,503,0,0,0,0,0,0,0,1,0,0,1
2,13,2022-03-07,2023-06-28,43,0,1,1,478,0,0,0,0,0,1,0,0,0,0,1
1,13,2022-06-23,2023-06-27,42,1,1,1,369,0,0,0,0,0,0,0,0,0,1,1
0,15,2022-03-06,2023-06-28,28,1,4,1,479,0,0,1,0,0,0,0,0,0,0,1
2,10,2022-03-06,2023-06-26,40,1,2,1,477,0,0,0,0,0,0,0,0,1,0,1
1,14,2022-05-30,2023-06-27,41,0,2,1,393,1,0,0,0,0,0,0,0,0,0,1
0,12,2022-05-06,2023-06-26,45,0,1,1,416,0,0,0,0,1,0,0,0,0,0,1
1,14,2022-10-06,2023-06-27,30,0,3,1,264,0,0,0,1,0,0,0,0,0,0,1
0,11,2022-07-14,2023-06-26,31,0,3,1,347,0,1,0,0,0,0,0,0,0,0,1
2,13,2022-07-15,2023-06-27,51,0,2,2,347,0,0,0,0,0,0,1,0,0,0,1
2,12,2022-07-14,2023-06-25,44,0,3,1,346,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-07-13,2023-06-27,49,1,1,2,349,0,0,0,0,0,1,0,0,0,0,1
1,12,2022-07-17,2023-06-26,47,0,1,1,344,0,0,0,0,0,0,0,0,0,1,1
0,14,2022-07-21,2023-06-26,42,1,3,1,340,0,0,1,0,0,0,0,0,0,0,1
2,13,2022-07-23,2023-06-28,28,1,3,1,340,0,0,0,0,0,0,0,0,1,0,1
1,13,2022-01-08,2023-06-28,28,1,3,1,536,1,0,0,0,0,0,0,0,0,0,1
0,13,2022-06-08,2023-06-26,49,0,2,2,383,0,0,0,0,1,0,0,0,0,0,1
1,12,2022-08-19,2023-06-26,32,0,3,1,311,0,0,0,1,0,0,0,0,0,0,1
0,12,2022-08-26,2023-06-27,37,0,2,1,305,0,1,0,0,0,0,0,0,0,0,1
2,13,2022-09-27,2023-06-27,37,0,2,1,273,0,0,0,0,0,0,1,0,0,0,1
2,14,2022-09-15,2023-06-25,37,1,3,1,283,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-02-09,2023-06-25,37,1,4,1,501,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-03-09,2023-06-26,48,0,2,1,474,0,0,0,0,0,0,0,0,0,1,1
0,12,2022-03-09,2023-06-26,47,1,1,1,474,0,0,1,0,0,0,0,0,0,0,1
2,13,2022-08-24,2023-06-26,41,0,3,1,306,0,0,0,0,0,0,0,0,1,0,1
1,14,2022-08-21,2023-06-27,47,0,1,1,310,1,0,0,0,0,0,0,0,0,0,1
0,13,2022-08-23,2023-06-25,39,0,3,1,306,0,0,0,0,1,0,0,0,0,0,1
1,10,2022-02-09,2023-06-26,28,1,2,1,502,0,0,0,1,0,0,0,0,0,0,1
0,14,2022-09-21,2023-06-29,31,1,4,1,281,0,1,0,0,0,0,0,0,0,0,1
2,14,2022-10-21,2023-06-27,47,0,4,1,249,0,0,0,0,0,0,1,0,0,0,1
2,11,2022-10-30,2023-06-27,27,0,1,1,240,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-02-11,2023-06-28,28,1,1,1,502,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-10-16,2023-06-28,33,1,2,1,255,0,0,0,0,0,0,0,0,0,1,1
0,14,2022-09-15,2023-06-29,29,0,2,1,287,0,0,1,0,0,0,0,0,0,0,1
2,15,2022-12-09,2023-06-27,41,1,3,1,200,0,0,0,0,0,0,0,0,1,0,1
1,12,2022-09-18,2023-06-29,28,0,2,1,284,1,0,0,0,0,0,0,0,0,0,1
0,13,2022-04-10,2023-06-27,38,1,2,1,443,0,0,0,0,1,0,0,0,0,0,1
1,15,2022-05-10,2023-06-30,35,1,1,1,416,0,0,0,1,0,0,0,0,0,0,1
0,11,2022-06-11,2023-06-26,51,1,4,2,380,0,1,0,0,0,0,0,0,0,0,1
2,12,2022-11-17,2023-06-28,45,1,3,1,223,0,0,0,0,0,0,1,0,0,0,1
2,14,2022-11-18,2023-06-26,51,1,1,2,220,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-11-22,2023-06-30,46,0,4,1,220,0,0,0,0,0,1,0,0,0,0,1
1,15,2022-04-12,2023-06-28,28,1,4,1,442,0,0,0,0,0,0,0,0,0,1,1
0,12,2022-11-19,2023-06-30,46,0,4,1,223,0,0,1,0,0,0,0,0,0,0,1
2,11,2022-06-11,2023-06-25,46,0,3,1,379,0,0,0,0,0,0,0,0,1,0,1
1,12,2022-10-15,2023-06-29,32,0,1,1,257,1,0,0,0,0,0,0,0,0,0,1
0,11,2022-10-17,2023-06-28,39,0,4,1,254,0,0,0,0,1,0,0,0,0,0,1
1,11,2022-10-19,2023-06-29,41,0,3,1,253,0,0,0,1,0,0,0,0,0,0,1
0,13,2022-10-23,2023-06-25,47,1,4,1,245,0,1,0,0,0,0,0,0,0,0,1
2,12,2022-10-24,2023-06-28,35,1,4,1,247,0,0,0,0,0,0,1,0,0,0,1
2,12,2022-10-23,2023-06-27,37,0,4,1,247,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-10-10,2023-06-29,47,1,2,1,262,0,0,0,0,0,1,0,0,0,0,1
1,13,2022-05-10,2023-06-28,48,0,1,1,414,0,0,0,0,0,0,0,0,0,1,1
0,12,2022-01-07,2023-06-27,30,0,1,1,536,0,0,1,0,0,0,0,0,0,0,1
2,10,2022-01-07,2023-06-27,36,1,4,1,536,0,0,0,0,0,0,0,0,1,0,1
1,10,2022-06-25,2023-06-28,50,0,3,2,368,1,0,0,0,0,0,0,0,0,0,1
0,12,2022-06-24,2023-06-28,41,1,2,1,369,0,0,0,0,1,0,0,0,0,0,1
0,14,2022-06-28,2023-06-28,46,0,3,1,365,0,0,0,1,0,0,0,0,0,0,1
0,15,2022-11-08,2023-06-28,36,0,1,1,232,0,1,0,0,0,0,0,0,0,0,1
2,14,2022-12-08,2023-06-27,48,1,2,1,201,0,0,0,0,0,0,1,0,0,0,1
1,10,2022-07-08,2023-06-28,37,0,1,1,355,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-06-08,2023-06-27,49,1,1,2,384,0,0,0,0,0,1,0,0,0,0,1
0,12,2022-07-18,2023-06-28,31,0,1,1,345,0,0,0,0,0,0,0,0,0,1,1
1,12,2022-06-16,2023-06-26,42,0,1,1,375,0,0,1,0,0,0,0,0,0,0,1
2,11,2022-05-30,2023-06-28,45,0,2,1,394,0,0,0,0,0,0,0,0,1,0,1
2,15,2022-05-28,2023-06-28,51,0,2,2,396,1,0,0,0,0,0,0,0,0,0,1
0,11,2022-05-31,2023-06-27,31,0,4,1,392,0,0,0,0,1,0,0,0,0,0,1
1,14,2022-04-06,2023-06-27,41,1,2,1,447,0,0,0,1,0,0,0,0,0,0,1
2,14,2022-06-29,2023-06-28,40,1,4,1,364,0,1,0,0,0,0,0,0,0,0,1
0,10,2022-07-24,2023-06-28,27,1,2,1,339,0,0,0,0,0,0,1,0,0,0,1
2,10,2022-07-19,2023-06-27,46,0,2,1,343,0,0,0,0,0,0,0,1,0,0,1
1,10,2022-06-30,2023-06-28,30,0,4,1,363,0,0,0,0,0,1,0,0,0,0,1
0,11,2022-06-16,2023-06-27,37,1,4,1,376,0,0,0,0,0,0,0,0,0,1,1
1,15,2022-10-06,2023-06-28,45,1,3,1,265,0,0,1,0,0,0,0,0,0,0,1
2,11,2022-01-06,2023-06-26,40,1,4,1,536,0,0,0,0,0,0,0,0,1,0,1
0,13,2022-03-06,2023-06-28,45,1,1,1,479,1,0,0,0,0,0,0,0,0,0,1
2,11,2022-05-06,2023-06-26,34,1,1,1,416,0,0,0,0,1,0,0,0,0,0,1
1,10,2022-07-06,2023-06-27,33,1,1,1,356,0,0,0,1,0,0,0,0,0,0,1
0,10,2022-06-22,2023-06-26,47,0,1,1,369,0,1,0,0,0,0,0,0,0,0,1
2,11,2022-06-28,2023-06-27,32,1,4,1,364,0,0,0,0,0,0,1,0,0,0,1
1,12,2022-06-29,2023-06-29,41,0,2,1,365,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-03-07,2023-06-28,31,0,2,1,478,0,0,0,0,0,1,0,0,0,0,1
1,15,2022-08-07,2023-06-27,43,1,2,1,324,0,0,0,0,0,0,0,0,0,1,1
0,10,2022-07-13,2023-06-27,32,0,2,1,349,0,0,1,0,0,0,0,0,0,0,1
2,10,2022-07-27,2023-06-28,46,0,3,1,336,0,0,0,0,0,0,0,0,1,0,1
2,14,2022-07-30,2023-06-28,38,1,3,1,333,1,0,0,0,0,0,0,0,0,0,1
0,11,2022-08-13,2023-06-26,31,0,4,1,317,0,0,0,0,1,0,0,0,0,0,1
1,14,2022-08-18,2023-06-26,31,0,1,1,312,0,0,0,1,0,0,0,0,0,0,1
0,10,2022-08-24,2023-06-27,50,1,1,2,307,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-08-09,2023-06-27,32,1,1,1,322,0,0,0,0,0,0,1,0,0,0,1
1,13,2022-04-09,2023-06-27,38,0,3,1,444,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-04-09,2023-06-27,37,0,1,1,444,0,0,0,0,0,1,0,0,0,0,1
1,12,2022-04-09,2023-06-26,36,1,4,1,443,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-08-27,2023-06-27,30,1,4,1,304,0,0,1,0,0,0,0,0,0,0,1
2,14,2022-08-25,2023-06-27,28,1,4,1,306,0,0,0,0,0,0,0,0,1,0,1
2,13,2022-08-25,2023-06-28,40,1,3,1,307,1,0,0,0,0,0,0,0,0,0,1
0,14,2022-01-09,2023-06-28,28,0,2,1,535,0,0,0,0,1,0,0,0,0,0,1
1,15,2022-09-13,2023-06-26,37,0,1,1,286,0,0,0,1,0,0,0,0,0,0,1
0,15,2022-05-10,2023-06-29,30,1,4,1,415,0,1,0,0,0,0,0,0,0,0,1
2,11,2022-08-10,2023-06-28,33,0,4,1,322,0,0,0,0,0,0,1,0,0,0,1
1,11,2022-10-26,2023-06-28,49,1,2,2,245,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-10-18,2023-06-29,36,0,4,1,254,0,0,0,0,0,1,0,0,0,0,1
1,12,2022-07-10,2023-06-28,28,0,3,1,353,0,0,0,0,0,0,0,0,0,1,1
0,10,2022-09-17,2023-06-30,51,1,2,2,286,0,0,1,0,0,0,0,0,0,0,1
2,11,2022-09-18,2023-06-27,35,0,3,1,282,0,0,0,0,0,0,0,0,1,0,1
2,14,2022-09-27,2023-06-29,31,1,4,1,275,1,0,0,0,0,0,0,0,0,0,1
0,13,2022-09-30,2023-06-27,39,1,3,1,270,0,0,0,0,1,0,0,0,0,0,1
1,10,2022-10-30,2023-06-30,51,0,1,2,243,0,0,0,1,0,0,0,0,0,0,1
0,11,2022-09-11,2023-06-29,44,1,3,1,291,0,1,0,0,0,0,0,0,0,0,1
2,11,2022-11-17,2023-06-28,41,0,3,1,223,0,0,0,0,0,0,1,0,0,0,1
1,10,2022-11-18,2023-06-26,28,0,1,1,220,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-11-22,2023-06-30,38,1,1,1,220,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-11-22,2023-06-28,43,1,3,1,218,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-11-21,2023-06-30,38,1,3,1,221,0,0,0,0,0,0,0,1,0,0,1
2,14,2022-10-11,2023-06-26,30,1,2,1,258,0,0,0,0,0,0,0,0,0,1,1
2,12,2022-10-21,2023-06-29,32,0,1,1,251,0,0,1,0,0,0,0,0,0,0,1
0,11,2022-10-21,2023-06-28,35,1,3,1,250,0,0,0,0,0,0,0,0,0,1,1
1,14,2022-10-23,2023-06-29,27,1,4,1,249,0,0,0,0,0,0,0,0,0,1,1
0,15,2022-10-24,2023-06-26,49,0,2,2,245,0,0,1,0,0,0,0,0,0,0,1
2,12,2022-10-23,2023-06-28,42,0,2,1,248,0,0,0,0,0,0,0,0,1,0,1
1,10,2022-10-21,2023-06-28,40,1,3,1,250,1,0,0,0,0,0,0,0,0,0,1
0,15,2022-06-10,2023-06-29,43,0,2,1,384,0,0,0,0,1,0,0,0,0,0,1
1,11,2022-07-26,2023-06-28,44,0,4,1,337,0,0,0,1,0,0,0,0,0,0,1
0,15,2022-07-13,2023-06-28,32,1,2,1,350,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-06-07,2023-06-28,50,1,2,2,386,0,0,0,0,0,0,1,0,0,0,1
2,14,2022-07-07,2023-06-28,35,1,2,1,356,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-01-07,2023-06-29,44,0,1,1,538,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-07-31,2023-06-28,42,0,4,1,332,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-06-08,2023-06-28,34,0,4,1,385,0,0,0,0,0,0,0,1,0,0,1
2,15,2022-07-08,2023-06-27,37,0,2,1,354,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-06-08,2023-06-28,43,1,3,1,385,0,0,1,0,0,0,0,0,0,0,1
0,13,2022-03-08,2023-06-28,32,1,4,1,477,0,0,0,0,0,0,0,0,0,1,1
0,15,2022-06-18,2023-06-28,33,0,4,1,375,0,0,0,0,0,0,0,0,0,1,1
0,14,2022-06-17,2023-06-27,32,0,2,1,375,0,0,1,0,0,0,0,0,0,0,1
2,13,2022-07-06,2023-06-29,41,1,3,1,358,0,0,0,0,0,0,0,0,1,0,1
1,15,2022-06-06,2023-06-28,31,1,2,1,387,1,0,0,0,0,0,0,0,0,0,1
0,14,2022-04-06,2023-06-27,44,1,2,1,447,0,0,0,0,1,0,0,0,0,0,1
0,11,2022-06-20,2023-06-28,49,1,1,2,373,0,0,0,1,0,0,0,0,0,0,1
1,10,2022-10-07,2023-06-28,48,0,2,1,264,0,1,0,0,0,0,0,0,0,0,1
2,13,2022-07-13,2023-06-29,42,0,3,1,351,0,0,0,0,0,0,1,0,0,0,1
2,11,2022-07-07,2023-06-27,50,0,1,2,355,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-06-22,2023-06-28,49,0,4,2,371,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-06-15,2023-06-27,30,0,1,1,377,0,0,0,0,0,0,0,1,0,0,1
2,11,2022-03-06,2023-06-28,38,1,1,1,479,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-04-06,2023-06-27,38,1,3,1,447,0,0,0,0,0,0,0,0,0,1,1
2,11,2022-05-06,2023-06-28,39,0,4,1,418,0,0,1,0,0,0,0,0,0,0,1
1,15,2022-07-06,2023-06-29,42,0,1,1,358,0,0,0,0,0,0,0,0,0,1,1
0,10,2022-06-14,2023-06-29,28,1,4,1,380,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-06-17,2023-06-27,38,1,3,1,375,0,0,1,0,0,0,0,0,0,0,1
2,14,2022-06-19,2023-06-28,40,0,2,1,374,0,0,0,0,0,0,0,0,1,0,1
0,12,2022-02-07,2023-06-29,30,0,2,1,507,1,0,0,0,0,0,0,0,0,0,1
2,10,2022-03-07,2023-06-29,40,1,3,1,479,0,0,0,0,1,0,0,0,0,0,1
1,10,2022-07-13,2023-06-27,31,1,4,1,349,0,0,0,1,0,0,0,0,0,0,1
0,14,2022-07-26,2023-06-27,41,1,3,1,336,0,1,0,0,0,0,0,0,0,0,1
2,11,2022-07-27,2023-06-28,37,1,3,1,336,0,0,0,0,0,0,1,0,0,0,1
1,14,2022-08-08,2023-06-28,49,1,2,2,324,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-08-17,2023-06-27,29,1,4,1,314,0,0,0,0,0,1,0,0,0,0,1
1,10,2022-08-20,2023-06-26,31,1,4,1,310,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-05-09,2023-06-27,39,1,2,1,414,0,0,0,0,0,0,0,1,0,0,1
2,12,2022-05-09,2023-06-27,51,0,3,2,414,0,0,0,0,0,0,0,0,0,1,1
2,10,2022-05-09,2023-06-27,38,0,3,1,414,0,0,1,0,0,0,0,0,0,0,1
0,11,2022-06-09,2023-06-27,29,0,2,1,383,0,0,0,0,0,0,0,0,0,1,1
1,13,2022-03-09,2023-06-28,41,0,1,1,476,0,0,0,0,0,0,0,0,0,1,1
